"","W1GrssyrMP","W1GrssyrHH","W1wrk1aMP","W1condur5MP","W1hea2MP","W1NoldBroHS","W1InCarHH","W1hous12HH","W1usevcHH","W1hiqualmum","W1hiqualdad","W1wrkfulldad","W1wrkfullmum","W1empsmum","W1empsdad","W1ch0_2HH","W1ch3_11HH","W1ch12_15HH","W1ch16_17HH","IndSchool","W1marstatmum","W1depkids","W1famtyp2","W1nssecfam","W1ethgrpYP","W1heposs9YP","W1hwndayYP","W1truantYP","W1alceverYP","W1bulrc","W1disabYP","W1yschat1","W2ghq12scr","W2disc1YP","W2depressYP","W4AlcFreqYP","W4CannTryYP","W4NamesYP","W4RacismYP","W4empsYP","W4schatYP","W4Childck1YP","W5JobYP","W5EducYP","W5Apprent1YP","W6JobYP","W6UnivYP","W6EducYP","W6Apprent1YP","W6acqno","W6gcse","W6als","W6OwnchiDV","W6Childliv","W6DebtattYP","W6NEETAct","W8DDEGP","W8DGHQSC","W8DMARSTAT","W8TENURE","W8DACTIVITY","W8QMAFI","W8DINCW"
"3028",NA,NA,"2","1","1","0","1","2","1","3","14","1","2","2","1","0","0","1","0","0","3","1","0","5","1","2","2","1","1","1","3",14,3,"2","2","2","2","2","2","3",8,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,13,NA,"0",6,"1","7","1","2",260.56
"3029",NA,NA,"1","1","1","0","1","2","1","3",NA,NA,"1","1",NA,"0","0","1","0","0","6","1","1","2","1","2","5","2","1","1","3",43,0,"2","1","4","2","2","2","5",16,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,16,NA,"0",0,"1","2","1","2",321.34
"3030",NA,NA,"2","1","2","1","1","2","1","3","8","1","2","2","1","0","1","1","0","1","2","2","0","4","1","1","4","2","1","2","2",37,8,"2","4","3","1","2","2","5",4,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,10,NA,"0",1,"1","4","1","2",322.35
"3031",NA,NA,"2","1","2","2","1","4","1","2",NA,NA,"2","2",NA,"0","2","1","0","0","1","3","1","7","6","2","3","2","1","2","3",22,2,"1","1","6","2","2","2","5",9,NA,"2","1","2","2","2","1","2","3","4","1","2",NA,13,NA,"0",0,"1","7","1","2",176
"3032",NA,NA,"1","1","2","0","1","2","1","15","2","1","1","1","1","0","0","1","1","0","2","2","0","5","3","2","4","2","2","2","3",35,0,"2","1",NA,"2","2","2","5",15,NA,"2","1","2","2","2","1","2","3","4","1","2",NA,14,NA,"0",9,"1","7","5","2",277.76
"3033",NA,NA,"2","1","2","4","1","5","2","20","20","2","3","6","2","1","2","3","0","0","2","6","0","5","5","1","5","2","2","2","3",39,2,"2","2",NA,"2","1","2","5",16,NA,"2","1","2","2","2","2","2","9","4","4","2",NA,12,NA,"0",1,"2","4","13","2",181.06
"3034",NA,NA,"3","1","2","0","1","6","1","15","20","1","1","1","1","0","0","1","1","0","2","2","0","4","1","4","2","2","1","2","3",25,0,"2","2","2","1","2","2","1",7,NA,"1","2","1","1","2","1","1","9","4","4","2",NA,3,NA,"0",0,"1","4","1","2",342.17
"3035",NA,NA,"1","1","2","0","1","2","1","15","13","1","1","1","1","0","0","1","1","0","2","2","0","1","1","3","1","1","1","1","3",39,5,"2","3","2","1","2","2","5",13,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,12,NA,"0",0,"2","4","1","2",436.8
"3036",NA,NA,"2","1","2","1","1","2","1","3","3","2","2","2","2","0","2","1","0","0","2","3","0","1","1","1","5","2","1","1","3",21,5,"2","3","2","1","2","2","5",16,NA,"2","1","2","2","1",NA,NA,"9","4","4","2",NA,9,NA,"0",1,"2","7","1","2",428.58
"3037",NA,NA,"2","1","2","0","1","2","1","2","2","1","2","2","1","0","0","2","0","0","2","2","0","1","1","1","5","2","2","1","2",36,0,"2","2","2","2","2","2","5",14,NA,"2","1","2","1","2","2","2","9","4","4","2",NA,17,NA,"0",0,"1","5","1","2",394.52
"3038",NA,NA,"2","1","2","1","1","6","1","20","20","2","3","6","2","0","1","1","0","0","2","2","0","6","5","1","2","2","2","1","3",35,0,"2","2",NA,"2","2","2","5",15,NA,"2","2","2","2","1",NA,NA,"1","4","4","2",NA,13,NA,"0",0,"1","7","1","2",250.79
"3039",NA,NA,"2","1","2","0","1","1","1","20","20","1","2","2","1","0","0","1","1","0","2","1","0","6","1","3","1","2","2","2","3",44,0,"2","1","6","2","2","2","5",17,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,12,NA,"0",0,"1","7","1","2",338.36
"3040",NA,NA,"2","1","2","0","1","2","1","7","13","1","2","2","1","0","0","1","1","0","2","2","0","1","1","2","5","2","1","1","3",45,4,"2","3","3","2","1","2","5",15,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,12,NA,"0",0,"1","7","1","2",367.05
"3041",NA,NA,"1","1","2","0","1","2","1","14",NA,NA,"1","1",NA,"0","0","1","0","0","3","1","0","2","1","3","4","2","2","2","3",42,2,"2","1","1","2","2","2","5",11,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,13,NA,"0",1,"1","2","1","2",350.77
"3042",NA,NA,"1","1","2","1","1","1","1","2",NA,NA,"1","1",NA,"0","1","1","0","0","5","2","1","2","1","2","3","2","2","2","3",35,0,"2","2","2","2","2","2","5",12,NA,"1","1","2","1","2","1","2","3","2","1","2",NA,12,NA,"0",2,"1","7","1","3",371.31
"3043",NA,NA,"2","1","2","0","1","4","1","20","20","3","2","2","8","0","0","1","0","0","2","1","0","6","1","2","3","2","1","1","3",41,0,"2","1","3","1","2","2","5",12,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,12,NA,"0",1,"1","7","2","3",258.33
"3044",NA,NA,"2","1","2","0","1","2","1","6","4","1","2","2","1","0","0","1","1","0","2","2","0","2","1","1","5","2","1","2","3",32,3,"2","4","3","1","1","2","5",15,NA,"2","1","2","1","2","2","2","9","4","4","2",NA,16,NA,"0",4,"1","4","1","3",421.2
"3045",NA,NA,"2","1","2","4","1","2","1","15","15","1","2","2","1","2","1","2","0","0","2","5","0","3","1","2","2","2","1","1","3",36,2,"2","1","2","1","1","2","5",18,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,"0",0,"1","4","1","3",401.58
"3046",NA,NA,"2","1","2","4","1","1","1","15","20","3","2","2","3","0","3","2","1","0","2","6","0","6","1","2","3","2","1","1","3",25,0,"2","1","2","1","2","2","1",6,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,12,NA,"0",4,"1","2","1","3",339.84
