W1GrssyrMP,W1GrssyrHH,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualmum,W1hiqualdad,W1wrkfulldad,W1wrkfullmum,W1empsmum,W1empsdad,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,IndSchool,W1marstatmum,W1depkids,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W1yschat1,W2ghq12scr,W2disc1YP,W2depressYP,W4AlcFreqYP,W4CannTryYP,W4NamesYP,W4RacismYP,W4empsYP,W4schatYP,W4Childck1YP,W5JobYP,W5EducYP,W5Apprent1YP,W6JobYP,W6UnivYP,W6EducYP,W6Apprent1YP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6Childliv,W6DebtattYP,W6NEETAct,W8DDEGP,W8DGHQSC,W8DMARSTAT,W8TENURE,W8DACTIVITY,W8QMAFI,W8DINCW
-91,-999,10,1,2,0,1,2,1,7,20,1,3,6,1,0,0,1,0,1,1,1,0,2,1,1,5,2,2,2,3,38,2,2,1,2,2,2,2,5,9,-91,2,2,2,2,1,-91,-91,1,4,4,2,-91,17,-91,-1,1,1,5,1,3,281.93
-91,13000,5,1,2,0,1,1,1,20,8,3,1,1,3,0,0,1,0,0,2,1,0,6,1,3,3,2,1,1,3,29,4,2,3,3,1,2,2,3,12,-91,1,2,2,1,2,2,2,9,4,4,2,-91,14,-91,-1,0,1,4,2,3,282.59
-91,-91,10,2,2,3,1,6,1,16,20,3,3,6,3,1,2,1,0,0,2,4,0,8,4,-1,5,2,2,1,3,35,1,2,1,-91,2,1,1,5,13,-91,2,1,2,2,2,2,2,9,4,4,2,-91,13,1,-1,0,1,5,2,3,204.79
-91,-91,9,1,1,1,1,4,1,16,9,3,3,6,8,0,1,1,1,0,2,2,0,4,1,3,2,1,1,2,3,30,5,2,4,2,1,2,2,1,6,-91,1,2,2,1,2,2,2,9,4,4,1,1,11,-91,-1,0,2,4,2,3,372.87
-91,24700,10,1,2,1,1,2,1,8,15,1,3,6,1,0,1,1,0,0,2,2,0,-99,3,2,2,2,2,1,3,36,1,2,1,4,1,1,1,5,18,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,13,-91,-1,2,1,4,1,3,245.44
-91,14851.2,10,2,2,0,1,5,1,9,13,1,3,6,1,0,0,1,0,0,3,1,0,2,1,3,-91,-1,1,1,1,43,5,2,3,3,2,2,2,5,12,-91,1,2,2,2,2,2,2,9,4,4,2,-91,10,1,-1,9,1,7,2,3,198.02
-91,-99,10,2,2,5,1,2,1,16,-99,1,3,6,1,1,4,1,0,0,2,6,0,-99,4,-1,2,2,2,1,3,31,0,1,1,-91,2,2,1,5,15,-91,2,1,2,2,2,2,2,9,4,4,2,-91,10,1,-1,0,1,7,1,3,216.77
-91,9900,5,1,1,0,1,2,1,9,16,1,3,3,1,0,0,1,0,0,2,1,0,7,1,2,5,1,1,2,3,41,0,2,1,2,1,2,2,5,16,-91,1,1,2,1,2,1,2,9,4,4,2,-91,13,-91,-1,6,1,1,5,3,279.65
-91,-99,10,1,2,2,1,4,1,20,-99,1,3,6,1,0,1,3,0,0,3,4,0,-99,1,3,4,2,2,2,3,38,1,2,2,5,2,2,2,5,15,-91,1,1,2,1,2,1,2,3,4,1,2,-91,12,-91,-1,12,1,4,2,3,288.05
-91,-1,10,1,2,5,1,2,1,15,20,1,3,6,1,2,3,1,0,0,2,6,0,4,5,2,3,2,2,2,3,29,1,2,2,-91,2,2,2,5,15,-91,2,1,2,1,2,2,2,9,4,4,2,-91,10,-91,-1,2,1,5,1,3,258.13
-91,-91,10,1,2,1,1,4,2,20,-98,-98,3,6,-98,0,1,1,0,0,5,2,1,4,1,3,-91,2,2,2,3,39,0,2,2,-91,2,2,2,5,16,-91,2,1,2,2,2,1,2,9,4,4,2,-91,12,-91,-1,2,1,4,2,3,209.32
-91,9360,10,1,1,1,1,1,2,20,20,1,3,6,1,0,1,2,1,0,2,4,0,7,4,-1,0,2,2,1,3,37,0,2,1,-91,2,2,2,5,15,-91,2,2,2,1,2,2,2,9,4,4,2,-91,12,-91,-1,1,1,5,5,3,125.29
-91,-91,10,2,2,1,1,2,2,8,-98,-98,3,6,-98,0,1,1,0,0,1,2,1,2,1,3,4,2,2,1,3,40,0,2,2,6,2,2,2,5,18,-91,2,2,2,2,2,1,2,9,4,4,2,-91,12,-91,-1,0,1,4,5,3,216.5
-91,50000,10,1,2,2,1,2,1,20,4,1,3,6,1,0,2,1,1,0,2,4,0,2,1,3,3,2,1,2,3,37,0,2,2,2,2,2,2,5,17,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,16,-91,-1,1,1,5,1,3,285.19
-91,-91,10,1,1,4,1,6,2,-98,-98,-98,-98,-98,-98,0,0,1,0,0,-98,1,0,6,1,2,3,2,2,2,1,31,4,2,2,2,1,2,2,3,7,-91,2,2,1,2,2,2,2,9,4,4,1,2,5,-91,-1,0,1,5,13,3,185.23
-91,6708,10,1,2,3,1,2,1,15,2,2,3,6,2,0,2,2,0,0,2,4,0,2,1,2,2,2,-1,1,3,36,2,2,3,1,1,1,2,5,12,-91,2,1,2,1,2,2,2,9,4,4,2,-91,8,-91,-1,3,1,4,2,3,254.21
-91,-999,10,1,1,0,1,1,1,5,2,2,3,6,2,0,0,1,1,0,2,2,0,4,1,1,3,2,1,1,3,41,0,2,1,2,1,1,2,5,17,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,10,-91,-1,10,1,4,1,3,339.87
-91,100000,10,1,1,1,1,2,1,14,16,1,3,6,1,1,0,1,0,0,2,2,0,4,1,4,1,2,1,1,2,35,0,2,1,3,2,2,2,1,13,-91,1,2,1,1,2,2,2,9,4,4,2,-91,14,-91,-1,0,1,2,1,3,197.78
-91,-91,10,1,2,1,1,5,1,15,-98,-98,3,6,-98,0,1,1,0,0,1,2,1,6,1,3,3,2,1,1,3,28,0,2,1,3,2,2,2,5,13,-91,1,2,2,1,2,2,2,9,4,4,2,-91,7,-91,-1,0,2,4,13,3,265.25
-91,-91,9,1,1,0,1,4,2,-98,-98,-98,-98,-98,-98,0,0,1,0,0,-98,1,0,7,1,4,-91,2,1,2,3,36,1,2,2,3,1,1,1,3,11,-91,2,2,2,2,2,2,2,9,4,4,2,-91,11,-91,-1,0,1,4,10,3,154.72
-91,-91,10,1,1,3,1,4,2,15,-98,-98,3,6,-98,0,2,2,0,0,1,4,1,7,1,4,2,2,1,1,3,27,3,2,4,-91,2,1,2,5,12,-91,1,1,2,2,2,2,2,9,4,4,2,-91,12,-91,-1,0,1,4,13,3,255.59
-91,-91,9,1,1,1,1,5,1,8,20,3,3,8,9,0,0,2,1,0,2,3,0,8,4,2,5,2,2,2,3,34,0,2,1,-91,1,2,2,5,7,-91,2,1,2,2,2,1,2,4,4,2,2,-91,14,-91,-1,9,1,4,1,3,229.35
-91,-91,10,1,2,4,1,1,2,20,-99,-99,3,6,-99,0,4,1,0,0,2,5,0,-99,4,2,1,2,2,2,3,30,0,2,1,-91,1,2,2,5,15,-91,2,2,2,2,1,-91,-91,1,4,4,2,-91,14,-91,-1,0,1,4,1,3,204.11
-91,1820,10,1,2,2,1,5,1,15,18,2,3,6,2,0,1,3,0,0,2,4,0,4,1,1,3,2,2,2,3,31,2,2,1,4,2,2,2,5,16,-91,1,1,2,2,2,1,2,9,4,4,2,-91,20,-91,-1,0,2,4,1,3,326.16
-91,-91,10,1,2,0,1,1,1,8,-98,-98,3,6,-98,0,0,2,0,1,4,2,1,2,1,1,5,-1,2,-1,3,40,2,2,1,4,2,2,2,5,11,-91,2,1,2,2,2,1,2,9,4,4,2,-91,10,-91,-1,1,1,5,1,3,194.16
-91,-999,10,1,2,1,1,2,1,20,20,2,3,6,2,0,1,1,1,0,2,3,0,4,4,3,1,2,2,2,1,37,1,2,2,-91,2,2,2,5,11,-91,2,1,2,2,2,1,2,9,4,4,2,-91,14,-91,-1,6,1,7,5,3,214.29
-91,-91,10,1,2,2,1,4,1,19,-98,-98,3,6,-98,0,2,1,0,0,1,3,1,5,1,3,-91,1,1,2,3,28,0,2,1,2,1,2,2,5,15,-91,1,2,2,1,2,2,2,9,4,4,2,-91,9,-91,-1,0,1,4,13,3,274.41
-91,-999,10,1,2,0,1,2,1,20,20,1,3,6,1,0,0,1,1,1,2,2,0,4,8,2,5,2,1,2,3,41,1,2,3,2,1,2,1,5,16,-91,2,2,2,1,2,2,2,9,4,4,2,-91,11,-91,-1,2,1,5,11,3,180.5
-91,-91,5,1,2,0,1,2,1,20,-99,-99,3,6,-99,0,0,1,0,0,2,1,0,-99,4,4,1,1,2,1,3,45,-92,1,4,-91,1,1,1,9,14,-91,2,1,2,2,2,2,2,9,4,4,2,-91,11,1,-1,-1,2,1,13,3,147.87
-91,-91,11,1,2,1,1,5,2,20,20,3,3,6,7,0,1,1,1,0,2,3,0,6,5,2,2,-92,2,2,3,35,5,2,2,5,2,2,2,5,14,-91,2,1,2,2,2,1,2,9,4,4,2,-91,16,-91,-1,1,1,4,2,3,171.19
-91,-999,10,2,2,3,1,5,1,20,20,2,3,6,2,1,2,1,0,0,2,4,0,4,4,2,3,2,2,1,3,34,4,2,4,-91,2,2,2,5,13,-91,1,2,1,1,2,2,1,9,4,4,2,-91,9,-91,-1,0,1,4,5,3,251.32
-91,-91,10,1,2,3,1,4,1,7,-98,-98,3,6,-98,0,1,2,1,0,4,4,1,3,2,3,1,1,1,2,3,22,0,2,1,3,-92,2,2,5,15,-91,2,1,2,2,2,2,2,9,4,4,1,1,8,-91,-1,8,1,4,13,3,187.23
-91,-91,10,1,2,0,1,4,2,20,20,3,3,6,8,0,0,1,0,0,5,1,0,8,1,2,-91,-1,2,1,3,17,3,2,2,4,2,2,2,5,7,-91,2,2,2,2,2,2,2,6,2,4,2,-91,14,-91,-1,12,1,3,1,4,180.9
-91,-92,10,1,2,2,1,4,1,20,20,2,3,6,2,0,1,2,0,0,2,3,0,8,8,1,5,1,2,2,3,39,7,-92,3,-91,1,2,2,5,11,-91,2,1,2,1,2,1,2,3,4,1,2,-91,6,-91,-1,11,1,4,7,4,218.06
-91,22698,10,1,2,3,1,2,1,18,13,1,3,6,1,0,2,1,0,0,3,3,0,5,1,4,2,2,1,1,3,33,1,2,1,3,2,1,1,4,11,-91,1,2,2,1,2,2,2,9,4,4,2,-91,9,-91,-1,1,1,7,3,4,210.58
-91,-91,10,2,2,3,1,4,1,20,20,3,3,6,8,1,2,1,0,0,3,4,0,7,1,1,1,2,1,1,3,37,0,2,1,3,2,2,2,5,16,-91,2,1,2,2,2,1,2,9,4,4,2,-91,12,-91,-1,0,1,4,13,4,208.39
-91,38640,10,1,1,1,1,1,1,15,7,1,3,6,1,0,1,1,0,0,2,2,0,1,1,1,4,2,2,1,3,45,0,2,1,-91,2,2,2,5,14,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,11,-91,-1,0,1,5,5,4,357.31
-91,-91,5,1,1,1,1,1,2,-98,-98,-98,-98,-98,-98,0,1,1,1,0,-98,3,0,8,4,2,3,2,2,2,3,43,0,-1,1,-91,2,2,2,5,15,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,10,-91,-1,5,2,5,3,4,158.79
-91,-91,10,1,2,0,1,2,2,20,-98,-98,3,6,-98,0,0,1,1,0,5,2,1,8,3,1,4,2,2,1,3,43,-92,2,3,-91,1,2,2,5,18,-91,1,1,2,1,2,2,2,9,4,4,2,-91,11,-91,-1,9,1,5,1,4,200.48
-91,19240,10,1,2,0,1,5,2,20,20,1,3,6,1,0,0,1,0,0,2,1,0,7,1,3,2,1,2,1,3,33,0,2,2,3,1,1,2,5,10,-91,2,1,1,2,2,2,2,9,4,4,2,-91,10,1,-1,9,1,7,5,4,245.71
-91,-99,10,1,2,1,1,2,1,15,-99,1,3,6,1,0,1,1,2,0,2,4,0,-99,1,3,3,2,1,1,2,24,-92,2,-92,2,2,1,2,5,11,-91,2,1,2,2,2,2,2,9,4,4,2,-91,8,-91,-1,7,1,4,1,4,257.23
-91,-91,10,2,2,1,1,4,1,3,-98,-98,3,6,-98,0,1,1,0,0,6,2,1,2,1,1,5,2,1,2,3,31,9,2,3,2,1,1,2,3,17,-91,2,2,2,2,2,2,2,9,4,4,2,-91,10,-91,-1,0,1,4,3,4,265.53
-91,-91,10,1,2,0,1,4,1,20,20,3,3,6,8,0,0,1,1,0,2,2,0,6,1,4,3,2,1,1,3,14,2,2,2,2,1,1,1,5,2,-91,2,2,2,2,2,2,2,9,4,4,2,-91,11,3,-1,5,1,7,10,4,171.43
-91,16200,10,1,2,3,1,2,1,15,13,1,3,6,1,0,3,1,0,0,3,4,0,2,1,1,5,2,1,1,3,31,9,2,3,2,1,1,2,5,9,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,13,-91,-1,8,1,4,1,4,344.9
-91,-91,10,1,2,0,1,5,2,20,-98,-98,3,6,-98,0,0,1,0,0,5,1,1,8,4,3,5,2,2,1,3,14,5,2,3,-91,1,2,2,5,6,-91,2,2,2,1,2,2,2,9,4,4,2,-91,11,-91,-1,6,1,4,1,4,203.92
-91,-91,5,1,2,1,1,5,2,16,-98,-98,3,3,-98,0,0,2,0,0,1,2,1,8,6,-1,3,-92,1,2,3,31,1,1,2,5,1,2,2,5,9,-91,2,1,2,2,2,1,2,9,4,4,2,-91,11,-91,-1,11,1,4,13,4,225.92
-91,-91,10,1,1,0,1,4,1,17,4,3,3,6,8,0,0,1,1,0,3,2,0,2,1,1,2,1,1,2,3,42,3,2,3,3,1,2,2,5,11,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,9,-91,-1,1,1,7,2,4,248.72
-91,-1,10,1,2,2,1,5,2,20,20,3,3,6,6,0,1,2,0,0,2,3,0,6,5,1,1,2,2,-1,3,36,1,2,2,-91,2,2,2,5,13,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,7,-91,-1,1,1,4,1,4,202.93
-91,-91,5,1,2,0,1,2,1,2,-98,-98,3,3,-98,0,0,1,0,0,5,1,1,8,1,2,3,2,2,2,3,38,0,2,2,4,2,2,2,5,15,-91,2,1,2,2,2,2,2,9,4,4,2,-91,8,-91,-1,3,1,7,1,4,219.46
-91,-91,10,1,2,1,1,5,1,-98,20,3,-98,-98,6,0,1,1,0,0,-98,2,1,6,1,-1,2,2,2,2,1,39,0,2,1,-91,2,2,2,5,16,-91,2,2,2,2,2,1,2,9,4,4,2,-91,17,-91,-1,4,1,5,5,4,143.45
-91,-91,6,2,2,2,1,4,1,20,13,3,3,6,5,0,2,1,0,0,2,3,0,-91,7,1,3,2,2,2,3,38,4,2,3,-91,2,2,2,5,18,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,11,-91,-1,1,1,7,5,4,246.34
-91,-91,10,1,2,0,1,2,1,20,13,3,3,6,3,0,0,1,1,0,2,2,0,8,1,3,4,2,1,2,3,28,0,2,2,1,2,2,2,5,11,-91,1,1,1,1,2,2,2,9,4,4,2,-91,12,-91,-1,11,1,3,13,4,260.73
-91,-92,10,1,2,0,1,1,1,4,1,1,3,6,1,0,0,1,2,0,2,3,0,2,1,1,2,2,1,2,3,35,1,2,2,1,1,1,2,5,16,-91,1,1,2,1,2,2,2,9,4,4,2,-91,10,-91,-1,-1,1,7,10,4,229.83
-91,-91,11,2,1,0,1,8,1,20,20,3,3,6,7,0,1,1,0,0,2,2,0,7,5,1,4,2,2,2,3,30,2,-92,2,-91,2,2,1,5,17,-91,2,1,2,2,1,-91,-91,1,4,4,-94,-91,11,-91,-1,0,1,4,1,4,217.52
-91,-91,9,1,1,1,1,2,1,15,-98,-98,3,8,-98,0,1,1,1,0,5,3,1,8,1,4,3,1,2,1,1,22,-97,-97,-97,-97,-97,-97,-97,4,4,-91,1,2,2,2,2,2,2,9,4,4,2,-91,16,1,-1,-1,1,5,10,4,182
-91,-91,9,1,1,0,1,6,1,15,-98,-98,3,8,-98,0,0,1,0,0,5,1,1,7,1,1,2,2,1,1,2,38,-92,2,4,3,1,2,2,5,11,-91,1,2,2,2,2,2,2,9,4,4,2,-91,7,1,-1,8,2,4,13,4,258.06
-91,-999,9,1,1,1,1,2,1,15,5,1,3,8,1,0,0,2,0,0,2,2,0,4,1,2,4,2,1,1,3,36,0,2,2,2,2,2,2,5,14,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,12,-91,-1,7,1,7,1,4,315.04
-91,-91,10,2,2,2,1,4,1,16,-98,-98,3,6,-98,2,1,2,1,0,5,6,1,7,1,3,2,2,2,2,3,39,0,2,1,-91,2,1,2,3,15,-91,2,2,2,2,2,2,2,9,4,4,2,-91,13,1,-1,5,1,4,11,4,180.95
-91,-91,9,1,1,0,1,1,1,6,-98,-98,3,8,-98,0,0,1,0,0,6,1,1,4,2,3,4,2,1,2,3,37,0,2,2,6,1,2,2,5,13,-91,2,2,2,2,2,1,2,9,4,4,2,-91,7,-91,-1,12,1,4,2,4,276.63
-91,-1,6,1,2,1,1,5,1,2,9,1,3,5,1,0,1,2,0,0,3,3,0,-91,1,-1,1,2,1,1,3,39,2,-1,1,6,2,2,2,5,10,-91,2,1,2,2,2,1,2,9,4,4,2,-91,12,-91,-1,-1,1,4,5,4,231.33
-91,-91,12,1,2,2,1,4,2,20,20,3,3,6,9,0,2,1,0,0,2,3,0,5,5,2,3,2,2,2,3,38,-92,1,1,-91,1,2,2,5,12,-91,1,2,2,2,2,2,2,9,4,4,2,-91,8,-91,-1,0,1,4,5,4,208.67
-91,-91,9,2,1,0,1,5,2,9,-98,-98,3,8,-98,0,0,1,1,0,5,2,1,6,1,3,-1,-1,1,1,3,31,0,2,1,2,1,1,2,3,11,-91,2,2,2,2,2,2,2,9,4,4,2,-91,6,-91,-1,7,1,2,2,4,223.58
-91,-99,10,2,2,2,1,5,2,20,-99,3,3,6,8,0,1,2,1,0,2,4,0,8,7,2,3,1,1,1,3,31,3,2,4,-91,2,2,1,5,17,-91,2,1,2,2,2,1,2,9,4,4,2,-91,11,-91,-1,4,1,5,5,4,194.43
-91,-91,10,1,2,3,1,6,2,20,-98,-98,3,6,-98,0,2,2,0,0,4,4,1,8,5,2,5,-92,2,1,3,38,1,2,4,2,1,1,1,5,16,-91,2,1,2,2,2,2,2,9,4,4,-94,-91,12,1,-1,7,1,4,2,4,168.97
-91,-91,10,1,2,2,1,5,1,20,20,3,3,8,6,0,2,1,1,0,2,4,0,8,8,1,4,2,2,1,3,27,2,1,4,-91,2,1,2,5,15,-91,1,1,2,1,2,2,2,3,4,1,2,-91,10,-91,-1,8,1,5,6,4,200.9
-91,23731.76,10,1,1,1,1,2,2,19,15,1,3,6,1,0,0,2,0,0,2,2,0,2,1,3,3,2,2,2,3,22,4,2,4,6,2,2,2,5,9,-91,2,1,2,2,1,-91,-91,9,4,4,2,-91,12,-91,-1,10,1,7,1,4,251.84
-91,-99,10,1,1,1,1,4,2,20,-99,3,3,6,7,0,0,2,0,0,2,2,0,-99,5,1,4,2,2,2,3,36,8,1,4,-91,2,2,1,5,11,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,12,-91,-1,2,1,4,1,4,201.68
-91,-91,9,2,1,2,1,1,1,-98,20,3,-98,-98,8,0,0,1,0,0,-98,1,1,3,1,1,3,2,1,1,3,28,11,2,4,6,1,1,1,5,11,-91,2,2,2,2,2,1,2,9,4,4,2,-91,12,-91,-1,6,1,1,5,4,235.59
-91,-91,10,2,1,1,1,4,2,20,-98,-98,3,6,-98,1,0,1,1,0,1,3,1,7,1,3,1,1,1,2,3,29,-99,-99,-99,2,2,2,2,9,4,-91,2,2,2,2,2,2,2,9,4,4,2,-91,12,1,-1,5,1,4,5,4,172.61
-91,-91,11,2,1,0,1,5,2,20,20,3,3,6,7,0,0,1,0,0,2,1,0,7,5,1,3,2,2,1,3,37,2,2,1,-96,-96,-96,-96,5,16,-91,2,1,1,2,1,-91,-91,1,4,4,2,-91,6,-91,-1,4,1,4,2,4,206.04
-91,-91,10,1,2,1,1,6,2,20,20,3,3,6,3,1,3,1,0,0,2,5,0,8,5,2,5,2,2,1,3,40,-92,2,-92,-91,2,2,2,3,18,-91,2,2,2,1,2,2,2,9,4,4,2,-91,16,-91,-1,11,1,4,2,5,209.85
-91,-91,6,1,2,1,1,5,2,15,-98,-98,3,5,-98,0,0,3,0,0,4,3,1,-91,1,2,2,2,2,2,3,28,0,2,1,2,2,2,2,5,15,-91,1,1,2,2,2,2,2,9,4,4,2,-91,14,-91,-1,7,1,7,2,5,237.79
-91,-91,10,2,2,3,1,4,2,9,13,3,3,8,6,0,2,2,0,0,2,4,0,7,1,1,3,2,2,1,3,23,0,2,1,6,2,2,2,4,6,-91,2,2,2,2,2,1,2,5,1,4,1,1,10,-91,-1,10,1,4,13,5,219.83
-91,-91,10,1,1,0,1,5,2,20,-98,-98,3,6,-98,0,0,1,1,0,4,1,1,2,1,3,-91,2,1,1,1,24,0,2,2,2,2,2,2,3,8,-91,1,2,2,1,2,2,2,9,4,4,2,-91,4,-91,-1,4,1,7,13,5,204.72
-91,9639.24,10,1,2,2,1,4,1,9,18,1,3,6,1,0,2,1,0,0,3,3,0,7,1,4,2,-1,1,1,3,27,0,1,2,3,2,2,2,3,15,-91,1,2,2,1,2,2,2,9,4,4,2,-91,10,-91,-1,-1,1,4,2,5,248.87
-91,-91,9,2,1,2,1,4,2,16,13,3,3,8,9,0,2,3,0,0,2,5,0,8,1,4,-91,1,2,1,2,9,0,2,2,-91,2,-1,-1,5,0,-91,2,2,2,1,2,2,2,9,4,4,-94,-91,8,-91,-1,10,1,4,10,5,213.79
-91,-92,10,1,2,2,1,4,1,20,9,1,3,6,1,0,2,1,0,0,2,3,0,4,1,2,3,2,2,1,3,37,3,2,3,2,1,2,2,3,15,-91,2,2,2,2,2,2,2,9,4,4,-92,-91,9,1,-1,4,1,4,5,5,251.13
-91,-91,10,2,2,0,1,4,1,20,13,3,3,6,8,0,0,1,0,0,2,1,0,7,1,3,5,2,2,2,3,41,2,2,3,5,2,2,2,4,17,-91,2,1,2,2,2,2,2,9,4,4,2,-91,7,-91,-1,10,1,4,2,5,264.71
-91,-91,10,2,1,2,1,4,2,20,-98,-98,3,6,-98,0,1,3,0,0,4,4,1,8,7,3,2,-1,2,1,3,31,10,2,3,-91,2,2,2,5,15,-91,2,1,2,2,2,1,2,9,4,4,2,-91,10,-91,-1,1,2,4,14,5,159.61
-91,4160,10,1,2,5,1,2,1,20,20,2,3,6,2,1,2,3,0,0,2,6,0,7,1,2,1,2,2,2,2,29,3,2,4,-91,-1,2,2,5,8,-91,1,1,2,1,2,1,2,3,4,1,2,-91,13,-91,-1,12,1,7,10,5,215.53
-91,-91,10,2,1,0,1,1,2,20,-98,-98,3,6,-98,0,0,2,1,0,5,3,1,7,1,4,1,1,1,1,3,29,6,-1,3,1,2,2,2,4,9,-91,2,2,2,2,2,2,2,9,4,4,2,-91,12,-91,-1,8,1,4,1,5,155.17
-91,-1,11,1,1,1,1,1,1,2,3,3,2,2,7,0,1,1,0,0,2,2,0,2,1,1,3,1,2,2,1,41,1,2,2,-91,2,2,1,5,1,-91,2,2,2,2,2,2,2,9,4,4,2,-91,5,1,-1,5,1,5,5,5,223.76
-91,-91,10,2,1,1,1,4,2,15,20,3,3,6,8,0,1,1,0,0,2,2,0,7,1,4,-91,1,2,1,3,13,2,1,-1,-91,2,2,2,5,13,-91,2,2,2,2,2,2,2,9,4,4,2,-91,11,1,-1,3,2,4,13,5,220.53
-91,-92,10,1,2,3,1,4,1,16,15,1,3,6,1,0,2,3,0,0,2,5,0,-94,1,3,3,2,2,1,3,34,0,2,2,5,2,1,2,5,15,-91,1,1,2,2,2,1,2,4,4,2,2,-91,8,-91,-1,12,1,4,5,5,277.29
-91,11397.36,10,1,2,2,1,4,2,20,14,1,3,6,1,0,2,1,0,0,2,3,0,6,1,2,5,2,-92,2,2,41,0,2,2,1,1,1,2,5,2,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,12,-91,-1,4,1,4,1,5,270.86
-91,-91,10,2,1,0,1,4,2,20,-98,-98,3,6,-98,0,0,2,0,0,4,2,1,8,4,1,5,1,2,1,3,40,10,1,3,-91,2,2,2,1,10,-91,1,1,2,2,2,1,2,9,4,4,-92,-91,8,-91,-1,0,1,4,1,5,165.91
-91,-91,10,1,2,1,1,4,1,20,20,3,3,6,6,0,1,2,1,0,2,4,0,6,4,2,5,-1,2,2,3,37,8,2,3,-91,2,2,2,5,18,-91,1,1,2,1,2,2,2,9,4,4,2,-91,8,-91,-1,11,1,4,5,5,199.16
-91,-91,10,2,1,2,1,4,2,20,-98,-98,3,6,-98,0,2,2,0,0,1,4,1,7,1,2,2,1,1,1,3,31,1,2,2,-91,1,1,2,4,13,-91,1,1,1,2,2,2,2,9,4,4,1,1,9,2,-1,12,1,4,2,5,200.86
-91,-91,10,1,1,1,1,4,1,20,17,3,3,6,8,0,1,1,1,0,2,3,0,6,1,4,5,1,2,1,2,17,0,2,-1,6,1,2,2,5,6,-91,2,1,2,2,2,1,2,9,4,4,2,-91,11,-91,-1,0,1,4,5,5,205.14
-91,-91,10,1,-92,1,1,4,2,20,-98,-98,3,6,-98,0,0,2,0,0,5,2,1,7,1,4,1,2,1,1,3,24,0,2,1,2,2,1,2,5,13,-91,2,2,2,1,2,2,2,9,4,4,2,-91,8,-91,-1,3,1,4,1,5,170.13
-91,18000,10,1,2,0,1,1,1,5,9,1,3,6,1,0,0,1,1,0,2,2,0,2,1,2,3,2,1,1,3,38,8,2,4,2,1,1,2,5,11,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,9,-91,-1,1,1,1,3,5,356.86
-91,-91,10,2,1,1,1,4,2,20,-98,-98,3,6,-98,0,0,2,0,0,5,2,1,8,5,2,4,2,2,2,3,33,1,2,1,-91,2,2,2,5,18,-91,2,1,2,1,2,1,2,9,4,4,2,-91,9,-91,-1,4,1,4,3,5,165.99
-91,-91,9,1,1,1,1,4,1,16,8,3,3,8,6,0,1,1,0,0,2,2,0,2,1,1,5,2,2,2,3,44,4,2,3,3,2,2,2,5,19,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,15,-91,-1,4,1,5,1,5,355.88
-91,8798.4,10,1,2,2,1,2,1,15,16,1,3,6,1,0,2,1,0,0,2,3,0,5,1,3,4,2,1,1,3,35,0,2,1,4,2,2,2,1,9,-91,1,1,1,1,2,1,1,9,4,4,2,-91,14,-91,0,3,1,2,1,1,254.73
-91,20000,10,1,1,0,1,2,1,17,2,1,3,6,1,0,0,1,0,0,2,1,0,2,1,1,5,2,2,2,3,43,2,2,1,2,1,1,2,5,11,-91,1,1,2,1,2,2,2,9,4,4,2,-91,4,-91,0,1,2,2,1,1,361.18
-91,16562,10,1,1,1,1,4,1,16,15,1,3,6,1,0,1,1,0,0,2,2,0,7,1,1,5,1,1,1,2,38,3,2,3,2,1,1,2,5,11,-91,2,1,2,1,2,1,2,9,4,4,2,-91,7,-91,0,5,1,7,1,1,306.52
-91,22000,10,1,2,1,1,2,1,15,20,1,3,6,1,0,1,1,0,0,2,2,0,5,1,2,4,2,1,1,3,23,5,2,3,5,2,2,1,5,13,-91,1,1,2,1,2,2,2,4,4,2,2,-91,15,-91,0,0,1,4,1,1,249.67
-91,65500,10,1,2,1,1,2,1,7,2,1,3,6,1,0,1,1,1,0,2,3,0,1,1,2,5,2,2,1,3,32,0,2,1,-91,2,2,2,5,19,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,17,-91,0,1,1,5,1,1,325.47
